ccdd_code,ccdd_formal_name,ccdd_type,policy_type,policy_reference,special_groupings_status,special_groupings_status_effective_time,changes
77700488,FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HIKMA CANADA LIMITED,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"special_groupings_status: ""INACTIVE"" -> ACTIVE
special_groupings_status_effective_time: ""20250102"" -> 20170919"
77700489,FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HIKMA CANADA LIMITED,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"special_groupings_status: ""INACTIVE"" -> ACTIVE
special_groupings_status_effective_time: ""20250102"" -> 20240201"
77700489,FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HIKMA CANADA LIMITED,MP,500002,http://laws-lois.justice.gc.ca/eng/acts/C-38.8/FullText.html,Active,20170919,"special_groupings_status: ""INACTIVE"" -> ACTIVE
special_groupings_status_effective_time: ""20250102"" -> 20170919"
77700488,FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HIKMA CANADA LIMITED,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"special_groupings_status: ""INACTIVE"" -> ACTIVE
special_groupings_status_effective_time: ""20250102"" -> 20170919"
77700489,FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 500 mcg per 10 mL solution for injection ampoule) HIKMA CANADA LIMITED,MP,500001,http://www.gazette.gc.ca/rp-pr/p1/2017/2017-06-17/html/reg8-eng.php,Active,20170919,"special_groupings_status: ""INACTIVE"" -> ACTIVE
special_groupings_status_effective_time: ""20250102"" -> 20170919"
77700488,FENTANYL CITRATE INJECTION USP (fentanyl (fentanyl citrate) 100 mcg per 2 mL solution for injection ampoule) HIKMA CANADA LIMITED,MP,500008,https://www.tppalberta.ca/medication-lists,Active,20240201,"special_groupings_status: ""INACTIVE"" -> ACTIVE
special_groupings_status_effective_time: ""20250102"" -> 20240201"
