drug_code,mp_code,mp_formal_name,changes
868,00074454,LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) ENDO OPERATIONS LTD.,"mp_formal_name: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
6524,00655686,NAPROXEN-375 (naproxen 375 mg oral tablet) PRO DOC LIMITEE,DELETED
6619,00657204,STIEVA-A (tretinoin 0.01 % cutaneous cream) GLAXOSMITHKLINE INC,DELETED
6754,00594644,STATEX (morphine sulfate 10 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""STATEX ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (morphine sulfate 10 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (morphine sulfate 10 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
6755,00594652,STATEX (morphine sulfate 5 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""STATEX ̲T̲A̲B̲ ̲5̲M̲G̲ (morphine sulfate 5 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (morphine sulfate 5 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
7394,00704431,ANDROCUR (cyproterone acetate 50 mg oral tablet) AMDIPHARM LIMITED,"mp_formal_name: ""ANDROCUR (cyproterone acetate 50 mg oral tablet) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR (cyproterone acetate 50 mg oral tablet) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
11880,00704423,ANDROCUR DEPOT (cyproterone acetate 300 mg per 3 mL solution for injection ampoule) AMDIPHARM LIMITED,"mp_formal_name: ""ANDROCUR DEPOT (cyproterone acetate 300 mg per 3 mL solution for injection ampoule) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR DEPOT (cyproterone acetate 300 mg per 3 mL solution for injection ampoule) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
13452,01933531,ADVIL CAPLETS (ibuprofen 200 mg oral tablet) HALEON CANADA ULC,"mp_formal_name: ""ADVIL CAPLETS (ibuprofen 200 mg oral tablet) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL CAPLETS (ibuprofen 200 mg oral tablet) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
13625,01933558,ADVIL TABLETS (ibuprofen 200 mg oral tablet) HALEON CANADA ULC,"mp_formal_name: ""ADVIL TABLETS (ibuprofen 200 mg oral tablet) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL TABLETS (ibuprofen 200 mg oral tablet) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
29542,02106272,TRANDATE (labetalol hydrochloride 100 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""TRANDATE (labetalol hydrochloride 100 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (labetalol hydrochloride 100 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
