drug_code,mp_code,mp_formal_name,changes
9,00015741,TAPAZOLE (methimazole 5 mg oral tablet) PALADIN PHARMA INC.,"mp_formal_name: ""TAPAZOLE (methimazole 5 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TAPAZOLE (methimazole 5 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."""
789,00030767,DEPO-MEDROL 80 MG/ML (methylprednisolone acetate 80 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC,"Health_Canada_product_name: ""DEPO-MEDROL"" -> ""DEPO-MEDROL 80 MG/ML""
mp_formal_name: ""DEPO-MEDROL (methylprednisolone acetate 80 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"" -> ""DEPO-MEDROL̲ ̲8̲0̲ ̲M̲G̲/̲M̲L (methylprednisolone acetate 80 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"""
1134,00030759,DEPO-MEDROL 40 MG/ML (methylprednisolone acetate 40 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC,"Health_Canada_product_name: ""DEPO-MEDROL"" -> ""DEPO-MEDROL 40 MG/ML""
mp_formal_name: ""DEPO-MEDROL (methylprednisolone acetate 40 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"" -> ""DEPO-MEDROL̲ ̲4̲0̲ ̲M̲G̲/̲M̲L (methylprednisolone acetate 40 mg per 1 mL suspension for injection vial) PFIZER CANADA ULC"""
1396,00036129,MEDROL 16 MG (methylprednisolone 16 mg oral tablet) PFIZER CANADA ULC,"Health_Canada_product_name: ""MEDROL"" -> ""MEDROL 16 MG""
mp_formal_name: ""MEDROL (methylprednisolone 16 mg oral tablet) PFIZER CANADA ULC"" -> ""MEDROL ̲1̲6̲ ̲M̲G̲ (methylprednisolone 16 mg oral tablet) PFIZER CANADA ULC"""
1397,00030988,MEDROL 4 MG (methylprednisolone 4 mg oral tablet) PFIZER CANADA ULC,"Health_Canada_product_name: ""MEDROL"" -> ""MEDROL 4 MG""
mp_formal_name: ""MEDROL (methylprednisolone 4 mg oral tablet) PFIZER CANADA ULC"" -> ""MEDROL ̲4̲ ̲M̲G̲ (methylprednisolone 4 mg oral tablet) PFIZER CANADA ULC"""
2209,00312746,TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 5 mg oral tablet) AA PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20240421"" -> ""19751231"""
2213,00335053,ELAVIL (amitriptyline hydrochloride 10 mg oral tablet) AA PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20241208"" -> ""19751231"""
2300,00326836,TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 10 mg oral tablet) AA PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20241006"" -> ""19751231"""
4114,00500895,NALCROM (cromolyn sodium 100 mg oral capsule) SANOFI-AVENTIS CANADA INC,"mp_formal_name: ""NALCROM (cromolyn sodium 100 mg oral capsule) L̲U̲P̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""NALCROM (cromolyn sodium 100 mg oral capsule) S̲A̲N̲O̲F̲I̲-̲A̲V̲E̲N̲T̲I̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
4222,00511552,SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) PALADIN PHARMA INC.,"mp_formal_name: ""SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""SANDOMIGRAN DS (pizotifen (pizotifen malate) 1 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."""
4277,00522724,CHLORDIAZEPOXIDE (chlordiazepoxide hydrochloride 5 mg oral capsule) AA PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20240815"" -> ""19811231"""
4278,00522988,CHLORDIAZEPOXIDE (chlordiazepoxide hydrochloride 10 mg oral capsule) AA PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20240818"" -> ""19811231"""
5732,00595942,TRIFLUOPERAZINE (trifluoperazine (trifluoperazine hydrochloride) 20 mg oral tablet) AA PHARMA INC,"mp_status: ""INACTIVE"" -> ""ACTIVE""
mp_status_effective_time: ""20241026"" -> ""19841231"""
10828,00882801,APO-PRAZO TAB 1MG (prazosin (prazosin hydrochloride) 1 mg oral tablet) APOTEX INC,"Health_Canada_product_name: ""APO-PRAZO"" -> ""APO-PRAZO TAB 1MG""
mp_formal_name: ""APO-PRAZO (prazosin (prazosin hydrochloride) 1 mg oral tablet) APOTEX INC"" -> ""APO-PRAZO ̲T̲A̲B̲ ̲1̲M̲G̲ (prazosin (prazosin hydrochloride) 1 mg oral tablet) APOTEX INC""
mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19901231"" -> ""20240418"""
