drug_code,mp_code,mp_formal_name,changes
810,00074500,VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) ENDO OPERATIONS LTD.,"mp_formal_name: ""VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""VIOFORM HYDROCORTISONE (clioquinol 3 % and hydrocortisone 1 % cutaneous cream) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
9916,00839205,SANDOSTATIN (octreotide (octreotide acetate) 100 mcg per 1 mL solution for injection ampoule) NOVARTIS PHARMACEUTICALS CANADA INC,DELETED
12601,01927817,ROVAMYCINE 500 CAPSULE 1500000 UNIT (spiramycin 1500000 unit oral capsule) ODAN LABORATORIES LTD,"mp_status_effective_time: ""20240620"" -> ""20230620"""
19316,02162415,NAPROSYN (naproxen 375 mg gastro-resistant tablet) ATNAHS PHARMA UK LIMITED,DELETED
19460,02086026,FLORINEF (fludrocortisone acetate 0.1 mg oral tablet) ENDO OPERATIONS LTD.,"mp_formal_name: ""FLORINEF (fludrocortisone acetate 0.1 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""FLORINEF (fludrocortisone acetate 0.1 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
43076,02212153,IMITREX DF - TAB 50MG (sumatriptan (sumatriptan succinate) 50 mg oral tablet) GLAXOSMITHKLINE INC,DELETED
61873,02238453,XELODA (capecitabine 150 mg oral tablet) CHEPLAPHARM ARZNEIMITTEL GMBH,DELETED
66207,02242480,TEVA-ZOPICLONE (zopiclone 3.75 mg oral tablet) TEVA CANADA LIMITED,"mp_status_effective_time: ""20200813"" -> ""20250117"""
74823,02262843,STRATTERA (atomoxetine (atomoxetine hydrochloride) 60 mg oral capsule) ELI LILLY CANADA INC,DELETED
75893,02273446,ORIGINAL EYE DROPS (tetrahydrozoline hydrochloride 0.05 % ophthalmic drops) JUNO OTC INC,"mp_formal_name: ""ORIGINAL EYE DROPS (tetrahydrozoline hydrochloride 0.05 % ophthalmic drops) T̲E̲V̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ORIGINAL EYE DROPS (tetrahydrozoline hydrochloride 0.05 % ophthalmic drops) J̲U̲N̲O̲ ̲O̲T̲C̲ ̲I̲N̲C̲"""
82048,02334852,NORDITROPIN NORDIFLEX (somatropin 5 mg per 1.5 mL solution for injection pen) NOVO NORDISK CANADA INC,DELETED
82049,02334860,NORDITROPIN NORDIFLEX (somatropin 10 mg per 1.5 mL solution for injection pen) NOVO NORDISK CANADA INC,DELETED
82050,02334879,NORDITROPIN NORDIFLEX (somatropin 15 mg per 1.5 mL solution for injection pen) NOVO NORDISK CANADA INC,DELETED
83619,02351013,NAPROXEN SODIUM (naproxen sodium 275 mg oral tablet) SANIS HEALTH INC,DELETED
87831,02393069,MINT-SILDENAFIL (sildenafil (sildenafil citrate) 25 mg oral tablet) MINT PHARMACEUTICALS INC,"mp_status_effective_time: ""20180801"" -> ""20250116"""
87895,02393751,ESBRIET (pirfenidone 267 mg oral capsule) HOFFMANN-LA ROCHE LIMITED,DELETED
